"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-08-09","458474662228.00000000","355693793479.01400000","102780868748.98600000","33300148824.68000000","630992900.00000000","558017800.00000000","1306692631.40000000","448657105.52000000","448208370.94400000","66082491116.44200000","434209835636.08759303","177596385793.78768000","40914872462.16000000","796075744.00000000","739641193.00000000","2061996762.50280000","862417790.72000000","884469180.60968000","131336912660.79520000"
"2020-09-30","573993989000.00000000","439110331498.63000000","134883657501.37000000","60251505020.06400000","862740173.00000000","1189887400.00000000","2538941217.00000000","2659256541.00000000","1511455399.40000000","65871312870.90600000","537202012906.95159303","219805159037.18768000","73977660247.06400000","1079644563.00000000","1585230060.00000000","4043963370.00000000","5226584512.00000000","3015183098.50280000","130876893186.62088000"
"2020-11-13","715738009000.00000000","541888443121.14400000","173849565878.85600000","92393155876.07000000","733712133.00000000","1367520080.00000000","3168230537.00000000","4633844004.00000000","3120301117.00000000","68432243251.78600000","664594140610.53559303","272978121498.92368000","113881924147.07000000","916441075.20000000","1840401739.00000000","5010746121.85000000","9118836147.20000000","6225451725.00000000","135984320543.60368000"
"2020-04-09","388859933000.00000000","287701090749.04200000","101158842250.95800000","44046433852.11600000","4249884057.00000000","6821953433.00000000","9086300365.00000000","10004663269.00000000","8034128148.00000000","18912019126.84200000","354666162850.92553600","149473915709.67699200","53242865212.10499200","5266905050.60000000","8995505541.86000000","14172608391.58200000","18415646363.88800000","14917004655.80000000","34463380493.84200000"
"2020-09-24","556714289000.00000000","421355153749.63000000","135359135250.37000000","61665540378.06400000","713957600.00000000","855754400.00000000","2382176321.00000000","2607846941.00000000","1232215497.40000000","65901085232.90600000","515237811650.95159303","219917072008.18768000","75635351225.06400000","885444840.00000000","1138360636.00000000","3734653678.00000000","5118727464.00000000","2456800896.50280000","130947733268.62088000"
"2020-03-27","376458033000.00000000","255755313863.15800000","120702719136.84200000","75268689709.00000000","2276546691.00000000","3300054039.00000000","7266363488.00000000","9626492283.00000000","6948882833.00000000","16012230093.84200000","315042847322.44553600","169125990105.21200000","90809067049.84000000","2801144719.84000000","4343212198.16200000","11413174286.12800000","17770178391.60000000","12924387509.40000000","29064825950.24200000"
"2020-11-06","689559429000.00000000","526141937234.14400000","163417491765.85600000","83015274763.07000000","826787400.00000000","1561947200.00000000","2824288990.00000000","4549018229.00000000","2925345941.00000000","67711770362.78600000","645044875937.53559303","259178093362.72368000","102205830479.07000000","1043841440.00000000","2109840340.00000000","4532280231.85000000","8903202242.20000000","5837586615.00000000","134545512014.60368000"
"2020-07-04","409702093876.00000000","328213002291.25400000","81489091584.74600000","13582950566.40000000","97160000.00000000","133280218.00000000","208865006.96000000","677026554.74400000","16514668150.80000000","50268581087.84200000","400422979083.34031303","141387052306.85496000","16642607191.02080000","119644000.00000000","175058833.00000000","319127464.70928000","1189612250.18928000","30535410172.76360000","92405592395.17200000"
"2020-11-14","719095569000.00000000","543751556559.14400000","175344012440.85600000","93670701367.07000000","778821204.00000000","1318421700.00000000","3269546917.00000000","4624861004.00000000","3165954117.00000000","68515147251.78600000","666914519243.53559303","274947284391.92368000","115461819729.07000000","974030758.20000000","1772208098.00000000","5166936880.85000000","9107705953.20000000","6315815429.00000000","136148767543.60368000"
"2020-06-10","395649835524.00000000","322788588188.26376320","72861247335.73623680","4254480547.61049280","66937100.25974400","152755846.48000000","520402612.94400000","11296859536.60000000","18996389811.00000000","37569561880.84200000","393590723520.24483370","131192871461.17933053","5172781280.94286800","77401855.50182253","190338212.20976000","792819136.32968000","20908266176.22320000","35051135549.44200000","69000129250.53000000"
"2020-10-07","595352869000.00000000","456869785834.63000000","138483083165.37000000","62623167933.06400000","748153400.00000000","1528200524.00000000","2699214305.00000000","2938599653.00000000","1957888399.40000000","65989300070.90600000","559195406812.95159303","224965525189.38768000","76961239730.06400000","940807016.00000000","2054273963.20000000","4273716874.00000000","5727482972.00000000","3904093858.50280000","131103910775.62088000"
"2020-08-15","469120609000.00000000","362159681201.01400000","106960927798.98600000","37080761009.68000000","429723000.00000000","943745940.00000000","1291040075.00000000","779557017.40000000","330408438.46400000","66104892318.44200000","442218689750.35159303","182830102412.10768000","45471730232.68000000","542708874.00000000","1269957564.00000000","2032735428.80000000","1491527322.70280000","651277647.52968000","131370165342.39520000"
"2020-04-30","390303435524.00000000","313216774257.23440000","77086661266.76560000","6648457687.72360000","1196088978.00000000","3329098333.00000000","19239679320.20000000","12827638001.00000000","9855115932.00000000","23987123014.84200000","384492474118.50412800","129821493068.64889920","7662604728.56449920","1500720919.84000000","4464211367.20000000","30507070766.27240000","23579503560.33000000","18223584316.80000000","43883797409.64200000"
"2020-02-13","244297839000.00000000","152799981902.15800000","91497857097.84200000","61784875825.00000000","1743171700.00000000","2772920756.00000000","5179237270.00000000","6717308707.64200000","7251905568.00000000","6044977271.20000000","188876397353.80353600","125128291438.06600000","74449187338.72000000","2220435281.00000000","3721279163.70400000","8229593015.20000000","12468130694.84200000","13371756770.20000000","10667909174.40000000"
"2020-12-03","791473509000.00000000","604553705235.14400000","186919803764.85600000","99982969682.00000000","1386937593.07000000","2494150600.00000000","3918499984.00000000","4682365817.00000000","4374668829.00000000","70079652379.78600000","742736388400.03559303","291337358813.52368000","122773342352.00000000","1762574884.07000000","3381529254.00000000","6240442495.20000000","9174408141.85000000","8739625357.20000000","139265436329.20368000"
"2020-07-16","426836352228.00000000","334435564476.69400000","92400787751.30600000","24242416294.00000000","324386110.40000000","338476400.00000000","313499264.00000000","377888958.46400000","5790536517.60000000","61008524206.84200000","408096796667.78559303","154518372918.31968000","29606079229.36000000","408917698.91480000","447052323.00000000","479169691.00000000","662638788.44968000","10697711128.70320000","112216804058.89200000"
"2020-09-11","532786309000.00000000","402560009111.01400000","130226299888.98600000","58060058497.68000000","637410200.00000000","1036946470.00000000","1700685052.00000000","2269597798.40000000","572482218.00000000","65942519652.90600000","491939660720.35159303","212696673900.40368000","71208343776.68000000","793331907.00000000","1378776586.00000000","2730199873.00000000","4414931571.50280000","1141267298.00000000","131029822888.22088000"
"2020-07-11","420272793876.00000000","331277147227.25400000","88995646648.74600000","21113116825.40000000","138724400.00000000","194718800.00000000","245743136.52000000","495848162.38400000","9845295452.60000000","56957139871.84200000","404197511837.66031303","150406637420.33496000","25796751646.50080000","171813966.00000000","257181814.00000000","374481147.72000000","867304443.31896000","18189523936.22320000","104749580466.57200000"
"2021-01-05","931053869000.00000000","717794695677.51400000","213259173322.48600000","115342650164.70000000","1233158200.00000000","1926689926.00000000","7549018398.00000000","7677946004.00000000","4664971797.00000000","74864447952.78600000","883575073499.55909303","330644776995.55368000","141727104243.70000000","1563204109.00000000","2561893646.00000000","11762163835.20000000","14914016522.20000000","9313893773.85000000","148802500865.60368000"
"2020-07-20","431227252228.00000000","336406588853.69400000","94820663374.30600000","26462333603.00000000","293110000.00000000","550192091.40000000","392442597.00000000","322007978.46400000","3439003777.40000000","63356513327.04200000","410523175202.88759303","157479932560.98768000","32311895387.36000000","370327040.00000000","735853734.50280000","601474598.00000000","567519323.52968000","6342025425.07080000","116550837052.52440000"
"2020-07-29","441930952228.00000000","343714235760.69400000","98216716467.30600000","29515984753.00000000","429160000.00000000","470162400.00000000","885659947.40000000","284427587.52000000","804425894.34400000","65821835885.04200000","419461599012.88759303","161777166184.98768000","36197028641.36000000","524909815.00000000","622677831.00000000","1364278704.50280000","509216389.92000000","1429269241.84048000","121129785561.36440000"
"2020-12-19","854314299000.00000000","655771057416.21400000","198543241583.78600000","105145465666.00000000","1711470706.00000000","3268010796.00000000","6430143182.00000000","5330657184.00000000","4616211941.00000000","72039223228.78600000","806384821465.55909303","308890808549.20368000","129281197704.00000000","2147321751.00000000","4392194204.55000000","10234698582.00000000","10445429367.20000000","9218940522.05000000","143171026418.40368000"
"2020-06-28","406099793876.00000000","325834528854.30400000","80265265021.69600000","12156779553.00000000","67530000.00000000","103713000.00000000","221204275.31000000","1041465244.34400000","21255616414.20000000","45415096534.84200000","397448016657.95031303","140060698717.76016000","14895196011.65600000","83642960.00000000","133717379.00000000","335555201.57928000","1859910953.56048000","39289977789.85240000","83462698422.11200000"
"2021-03-05","1246458176777.00000000","968964513870.41400000","277493662906.58600000","149908342571.00000000","1923824722.00000000","4599770560.00000000","11411827873.80000000","12996338320.00000000","9973834040.00000000","86677813939.78600000","1196634319775.05909303","425353845352.60118000","184441703904.00000000","2432169910.00000000","6166247446.00000000","17571399133.94750000","23874889237.00000000","18599504382.00000000","172267931339.65368000"
"2020-06-06","394479735524.00000000","322210111888.94875920","72269623635.05124080","3517592326.96047680","130592247.44000000","116224738.68000000","636770796.30400000","15420451837.82476400","16470360581.00000000","35973771106.84200000","392864628974.25204794","130459607698.25945421","4244367323.90005021","149631007.88528000","144047553.14616000","954645259.90800000","28535898481.44796400","30369683917.44200000","66061334154.53000000"
